OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,BsmtFinSF1,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
5.0,1961.0,1961.0,988.0,827.0,988.0,0.0,988.0,1.0,0.0,5.0,0.0,2.0,572.0,0.0,0.0,126157.7974203967
7.0,2007.0,2007.0,728.0,0.0,728.0,728.0,1456.0,2.0,1.0,8.0,1.0,2.0,400.0,100.0,24.0,208045.17293477617
5.0,1967.0,1967.0,1632.0,0.0,1632.0,0.0,1632.0,2.0,0.0,8.0,0.0,2.0,576.0,0.0,0.0,158921.76232130104
5.0,1965.0,2008.0,912.0,595.0,912.0,0.0,912.0,1.0,0.0,5.0,0.0,2.0,576.0,0.0,240.0,138874.5243156911
8.0,2004.0,2005.0,1836.0,1039.0,1836.0,0.0,1836.0,2.0,0.0,7.0,1.0,3.0,862.0,125.0,185.0,289756.4644958533
5.0,1954.0,1954.0,1050.0,0.0,1050.0,745.0,1795.0,2.0,0.0,7.0,0.0,1.0,352.0,0.0,0.0,124870.92605515034
8.0,2008.0,2009.0,2042.0,0.0,2042.0,0.0,2042.0,2.0,1.0,8.0,1.0,3.0,1390.0,0.0,90.0,287106.4811626214
8.0,2004.0,2005.0,1143.0,0.0,1143.0,1330.0,2473.0,2.0,1.0,9.0,1.0,3.0,852.0,192.0,151.0,285915.34313205746
6.0,1923.0,1950.0,1065.0,300.0,915.0,720.0,1635.0,1.0,1.0,6.0,1.0,2.0,440.0,0.0,38.0,158337.84337339317
6.0,1959.0,1959.0,864.0,414.0,864.0,0.0,864.0,1.0,0.0,4.0,0.0,1.0,288.0,168.0,0.0,119344.21358078904
4.0,1971.0,1971.0,858.0,322.0,858.0,0.0,858.0,1.0,0.0,4.0,0.0,1.0,684.0,0.0,0.0,80430.13754806225
5.0,1960.0,1960.0,1075.0,666.0,1507.0,0.0,1507.0,2.0,0.0,7.0,0.0,1.0,404.0,0.0,0.0,136431.67924990482
6.0,1970.0,1970.0,483.0,321.0,483.0,504.0,987.0,1.0,1.0,5.0,0.0,1.0,280.0,0.0,0.0,116758.69867608114
8.0,1999.0,2000.0,970.0,649.0,983.0,756.0,1739.0,2.0,1.0,7.0,0.0,2.0,480.0,115.0,0.0,232814.29235476023
5.0,1952.0,1952.0,910.0,507.0,910.0,475.0,1385.0,2.0,0.0,6.0,0.0,2.0,720.0,0.0,0.0,131470.87146362872
8.0,1998.0,1998.0,1141.0,0.0,1165.0,1098.0,2263.0,2.0,1.0,10.0,1.0,2.0,420.0,144.0,123.0,262747.83861685335
7.0,2000.0,2001.0,1630.0,0.0,1630.0,0.0,1630.0,2.0,0.0,6.0,1.0,2.0,451.0,74.0,234.0,221142.67693542503
6.0,1957.0,1957.0,1244.0,777.0,1244.0,0.0,1244.0,1.0,1.0,6.0,2.0,1.0,336.0,0.0,40.0,163985.9023526518
6.0,1950.0,2004.0,1092.0,0.0,1152.0,0.0,1152.0,1.0,0.0,6.0,1.0,1.0,300.0,0.0,36.0,150444.61258657835
4.0,1940.0,1950.0,420.0,280.0,708.0,0.0,708.0,1.0,0.0,5.0,0.0,0.0,0.0,164.0,0.0,50528.89368572575
7.0,1996.0,1996.0,799.0,385.0,827.0,834.0,1661.0,2.0,1.0,6.0,1.0,2.0,550.0,158.0,61.0,211043.92272185162
7.0,1991.0,1991.0,1104.0,48.0,912.0,1215.0,2127.0,2.0,1.0,8.0,1.0,3.0,833.0,72.0,192.0,241345.30996837514
6.0,1964.0,1964.0,1127.0,564.0,1445.0,0.0,1445.0,1.0,1.0,7.0,1.0,2.0,645.0,180.0,0.0,186625.68020892027
6.0,1993.0,1994.0,799.0,0.0,799.0,772.0,1571.0,2.0,1.0,7.0,1.0,2.0,380.0,0.0,40.0,178576.81881553237
9.0,1999.0,2000.0,1698.0,1238.0,1709.0,0.0,1709.0,2.0,0.0,5.0,1.0,2.0,506.0,97.0,65.0,276611.35513317236
5.0,1947.0,1950.0,720.0,312.0,720.0,564.0,1284.0,1.0,1.0,5.0,0.0,1.0,240.0,0.0,35.0,99441.30719181243
7.0,2004.0,2005.0,1221.0,410.0,1221.0,0.0,1221.0,2.0,0.0,6.0,0.0,2.0,400.0,0.0,113.0,196288.63940079324
7.0,2005.0,2006.0,1392.0,57.0,1392.0,1070.0,2462.0,2.0,1.0,9.0,1.0,2.0,576.0,239.0,132.0,258365.05720012938
8.0,1932.0,1994.0,853.0,297.0,1549.0,1178.0,2727.0,2.0,1.0,10.0,2.0,2.0,440.0,0.0,74.0,271547.8680103745
5.0,1965.0,1965.0,1499.0,1249.0,1619.0,167.0,1786.0,2.0,0.0,7.0,2.0,2.0,529.0,670.0,0.0,220768.97080364125
7.0,2003.0,2003.0,840.0,0.0,840.0,828.0,1668.0,2.0,1.0,8.0,0.0,2.0,500.0,144.0,68.0,206815.2293987542
5.0,1954.0,2000.0,833.0,415.0,833.0,0.0,833.0,1.0,0.0,4.0,0.0,1.0,326.0,0.0,0.0,104824.15892332117
6.0,1999.0,1999.0,729.0,419.0,729.0,729.0,1458.0,2.0,1.0,5.0,1.0,2.0,440.0,0.0,32.0,175554.09183061472
4.0,1972.0,1972.0,864.0,600.0,864.0,0.0,864.0,1.0,0.0,5.0,0.0,2.0,576.0,216.0,0.0,111460.99305767706
8.0,2007.0,2008.0,1705.0,1288.0,1718.0,0.0,1718.0,2.0,0.0,7.0,1.0,3.0,826.0,208.0,44.0,290493.8248858226
8.0,2006.0,2006.0,1095.0,0.0,1095.0,844.0,1939.0,2.0,1.0,8.0,1.0,3.0,1053.0,192.0,51.0,268507.17188747437
5.0,1968.0,1968.0,864.0,510.0,874.0,0.0,874.0,1.0,0.0,5.0,0.0,1.0,288.0,33.0,0.0,104769.63477753405
3.0,1950.0,1950.0,0.0,0.0,1040.0,0.0,1040.0,2.0,0.0,6.0,0.0,2.0,400.0,0.0,0.0,65434.02879167558
5.0,1963.0,1963.0,1572.0,1159.0,1572.0,0.0,1572.0,1.0,1.0,5.0,2.0,3.0,995.0,0.0,263.0,199781.35503312037
4.0,1973.0,1973.0,462.0,462.0,526.0,462.0,988.0,1.0,0.0,5.0,0.0,1.0,297.0,120.0,101.0,86929.77976016281
10.0,1996.0,1996.0,2396.0,2096.0,2411.0,2065.0,4476.0,3.0,1.0,10.0,2.0,3.0,813.0,171.0,78.0,440101.1600501279
5.0,1965.0,1965.0,864.0,553.0,864.0,0.0,864.0,1.0,0.0,5.0,1.0,1.0,360.0,0.0,0.0,112557.38251077267
6.0,1999.0,1999.0,729.0,381.0,742.0,729.0,1471.0,2.0,1.0,6.0,0.0,2.0,440.0,0.0,24.0,169611.17661245237
7.0,1968.0,1992.0,570.0,0.0,1222.0,698.0,1920.0,3.0,0.0,8.0,1.0,2.0,487.0,0.0,98.0,210074.66849645623
5.0,1900.0,1950.0,861.0,241.0,961.0,406.0,1367.0,1.0,0.0,7.0,0.0,1.0,384.0,0.0,130.0,106532.64471282042
5.0,1958.0,1958.0,864.0,521.0,864.0,0.0,864.0,1.0,0.0,5.0,0.0,2.0,624.0,0.0,0.0,114821.08955803118
8.0,2008.0,2008.0,768.0,0.0,786.0,804.0,1590.0,2.0,1.0,6.0,0.0,2.0,676.0,0.0,30.0,212252.1008868618
6.0,1996.0,1997.0,1291.0,1003.0,1291.0,0.0,1291.0,1.0,0.0,6.0,1.0,2.0,431.0,307.0,0.0,203846.67278793687
6.0,2009.0,2009.0,612.0,0.0,612.0,612.0,1224.0,2.0,1.0,4.0,0.0,2.0,528.0,0.0,234.0,155738.35765453102
7.0,2000.0,2000.0,384.0,0.0,774.0,656.0,1430.0,2.0,1.0,8.0,1.0,2.0,400.0,100.0,0.0,200610.21956263436
5.0,1938.0,1995.0,803.0,0.0,803.0,557.0,1360.0,1.0,1.0,6.0,0.0,1.0,297.0,0.0,65.0,116421.47711801738
7.0,2003.0,2003.0,798.0,0.0,798.0,842.0,1640.0,2.0,1.0,6.0,0.0,2.0,595.0,0.0,45.0,191754.63635119027
4.0,1925.0,1950.0,780.0,152.0,848.0,0.0,1208.0,1.0,0.0,5.0,0.0,2.0,539.0,0.0,23.0,85936.01604703558
5.0,1936.0,1950.0,927.0,0.0,1067.0,472.0,1539.0,1.0,1.0,5.0,0.0,2.0,576.0,112.0,0.0,124979.86418954679
9.0,2007.0,2008.0,1620.0,1022.0,1620.0,0.0,1620.0,2.0,0.0,6.0,1.0,3.0,912.0,228.0,0.0,298220.50468040747
5.0,1979.0,1979.0,0.0,0.0,1535.0,0.0,1535.0,2.0,0.0,8.0,0.0,2.0,400.0,0.0,0.0,143242.216991595
8.0,1995.0,1995.0,1318.0,56.0,1328.0,1203.0,2531.0,2.0,1.0,9.0,1.0,3.0,752.0,222.0,98.0,286995.13886128296
4.0,1954.0,1954.0,948.0,732.0,948.0,0.0,948.0,1.0,0.0,5.0,1.0,1.0,280.0,0.0,36.0,94389.00119906827
4.0,1920.0,2007.0,715.0,0.0,1281.0,457.0,1738.0,2.0,0.0,7.0,1.0,1.0,368.0,55.0,0.0,127175.49553980608
8.0,1997.0,1998.0,1396.0,1074.0,1407.0,985.0,2392.0,2.0,1.0,7.0,1.0,3.0,870.0,0.0,70.0,285724.6559406533
9.0,2003.0,2004.0,1792.0,1567.0,1792.0,0.0,1792.0,2.0,0.0,6.0,1.0,3.0,874.0,206.0,49.0,312000.44806787
7.0,1920.0,1950.0,793.0,352.0,901.0,901.0,1802.0,1.0,1.0,9.0,1.0,1.0,216.0,0.0,0.0,175150.29607971176
4.0,1963.0,1963.0,1064.0,633.0,1040.0,0.0,1040.0,1.0,0.0,5.0,0.0,2.0,648.0,0.0,0.0,107738.18065039418
4.0,1957.0,1989.0,1104.0,0.0,1104.0,684.0,1788.0,1.0,0.0,8.0,2.0,1.0,304.0,120.0,0.0,144543.43499665777
5.0,1965.0,1965.0,1039.0,841.0,1039.0,0.0,1039.0,1.0,1.0,6.0,0.0,2.0,504.0,0.0,0.0,135338.3031525726
6.0,1912.0,1950.0,755.0,0.0,929.0,929.0,2229.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,198.0,128467.7924852476
5.0,1962.0,1962.0,1106.0,803.0,1190.0,0.0,1190.0,1.0,0.0,6.0,0.0,2.0,540.0,0.0,18.0,138533.3000139941
6.0,1941.0,1950.0,806.0,403.0,958.0,620.0,1578.0,1.0,0.0,5.0,2.0,1.0,240.0,0.0,0.0,147543.53468770836
5.0,1974.0,1975.0,1389.0,1071.0,1389.0,0.0,1389.0,1.0,0.0,6.0,1.0,2.0,418.0,240.0,38.0,177163.98176162574
6.0,1969.0,1969.0,938.0,938.0,988.0,0.0,988.0,1.0,0.0,4.0,2.0,2.0,540.0,0.0,130.0,167821.70032607485
5.0,1967.0,2004.0,864.0,450.0,899.0,0.0,899.0,1.0,0.0,5.0,0.0,1.0,288.0,64.0,0.0,117543.84425517917
6.0,1984.0,1984.0,744.0,623.0,752.0,0.0,752.0,1.0,0.0,4.0,0.0,1.0,264.0,353.0,0.0,136544.96401751903
7.0,2005.0,2006.0,756.0,0.0,756.0,797.0,1553.0,2.0,1.0,6.0,0.0,2.0,615.0,0.0,45.0,190218.774474259
6.0,1977.0,1977.0,1196.0,641.0,1279.0,0.0,1279.0,2.0,0.0,6.0,2.0,2.0,473.0,238.0,83.0,197720.76161463023
5.0,1965.0,1965.0,0.0,0.0,1664.0,0.0,1664.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,110096.9146138297
6.0,1934.0,1950.0,816.0,0.0,816.0,0.0,1176.0,1.0,0.0,6.0,1.0,2.0,528.0,112.0,0.0,140911.99947988335
7.0,1990.0,1991.0,1188.0,611.0,1217.0,0.0,1217.0,2.0,0.0,6.0,0.0,2.0,497.0,168.0,27.0,198111.60243253503
4.0,1920.0,2002.0,528.0,348.0,605.0,0.0,605.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,56717.41679069796
9.0,2007.0,2008.0,1698.0,1234.0,1698.0,0.0,1698.0,2.0,0.0,8.0,1.0,3.0,768.0,327.0,64.0,317025.4839684742
5.0,1963.0,1963.0,1040.0,824.0,1040.0,0.0,1040.0,1.0,1.0,5.0,0.0,1.0,308.0,0.0,0.0,114699.70200035954
8.0,2001.0,2002.0,1267.0,1005.0,1296.0,0.0,1296.0,2.0,0.0,6.0,0.0,2.0,471.0,192.0,25.0,233144.75183743774
5.0,1951.0,1951.0,2136.0,756.0,2136.0,0.0,2136.0,2.0,0.0,7.0,0.0,2.0,528.0,0.0,30.0,181469.20393330697
7.0,2003.0,2003.0,884.0,550.0,884.0,884.0,1768.0,2.0,1.0,8.0,0.0,2.0,543.0,0.0,63.0,213107.3522316357
6.0,1998.0,1998.0,1237.0,1201.0,1337.0,0.0,1337.0,2.0,0.0,5.0,0.0,2.0,405.0,0.0,199.0,187227.24295755406
5.0,1976.0,1976.0,264.0,0.0,616.0,688.0,1304.0,1.0,1.0,4.0,1.0,1.0,336.0,141.0,24.0,113851.31012713001
6.0,1980.0,1980.0,1686.0,625.0,1686.0,0.0,1686.0,2.0,0.0,7.0,1.0,2.0,612.0,384.0,131.0,219605.19403989823
5.0,1954.0,1954.0,988.0,0.0,988.0,0.0,988.0,1.0,0.0,4.0,0.0,2.0,520.0,0.0,0.0,105708.55571133667
7.0,1961.0,2007.0,944.0,867.0,999.0,0.0,999.0,1.0,0.0,6.0,0.0,2.0,588.0,144.0,76.0,191614.71786265634
6.0,1965.0,1965.0,1136.0,892.0,1136.0,0.0,1136.0,1.0,0.0,5.0,1.0,1.0,384.0,426.0,0.0,166242.87055850076
6.0,1973.0,1973.0,483.0,309.0,483.0,504.0,987.0,1.0,1.0,5.0,0.0,1.0,264.0,72.0,0.0,120735.45098270313
7.0,1979.0,1979.0,539.0,315.0,1040.0,685.0,1725.0,2.0,1.0,6.0,1.0,2.0,550.0,0.0,88.0,197073.55103376508
6.0,1995.0,1996.0,691.0,592.0,691.0,807.0,1498.0,2.0,1.0,6.0,1.0,2.0,409.0,315.0,44.0,193216.23771097092
5.0,1910.0,1996.0,658.0,0.0,658.0,526.0,1184.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,151.0,97540.96382197551
5.0,1991.0,1992.0,974.0,212.0,974.0,0.0,974.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,28.0,99211.94319923711
5.0,1976.0,1976.0,780.0,381.0,1088.0,780.0,1868.0,2.0,1.0,9.0,1.0,2.0,484.0,448.0,96.0,193653.3808218625
5.0,1954.0,1954.0,0.0,0.0,1124.0,0.0,1124.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,36.0,82801.98264677031
5.0,1970.0,1970.0,630.0,0.0,630.0,672.0,1302.0,2.0,1.0,6.0,0.0,2.0,440.0,0.0,0.0,123856.35214238917
5.0,1962.0,1962.0,912.0,737.0,912.0,0.0,912.0,1.0,0.0,4.0,0.0,1.0,352.0,140.0,0.0,107744.68389277696
6.0,1932.0,1950.0,854.0,297.0,1096.0,895.0,1991.0,1.0,1.0,7.0,1.0,2.0,432.0,0.0,0.0,171247.19355163327
5.0,1954.0,2003.0,1086.0,320.0,1086.0,0.0,1086.0,1.0,0.0,6.0,0.0,2.0,490.0,0.0,0.0,138950.44331008312
5.0,1915.0,1950.0,686.0,686.0,966.0,686.0,1652.0,2.0,0.0,7.0,0.0,1.0,416.0,0.0,0.0,120562.39015032072
5.0,1962.0,1962.0,1057.0,417.0,1057.0,0.0,1057.0,1.0,0.0,6.0,0.0,2.0,576.0,0.0,0.0,127495.55922564515
5.0,1928.0,1950.0,1042.0,0.0,1042.0,534.0,1576.0,1.0,0.0,8.0,1.0,1.0,225.0,0.0,0.0,125555.12855687924
5.0,1975.0,1975.0,1056.0,788.0,1074.0,0.0,1074.0,1.0,1.0,6.0,0.0,2.0,495.0,0.0,88.0,141966.68909567897
8.0,2009.0,2009.0,832.0,544.0,832.0,1103.0,1935.0,2.0,1.0,8.0,0.0,2.0,552.0,0.0,150.0,239623.79912012
7.0,2001.0,2002.0,1541.0,0.0,1541.0,0.0,1541.0,2.0,0.0,6.0,1.0,3.0,843.0,468.0,81.0,247451.99762966367
6.0,1939.0,1950.0,780.0,0.0,825.0,587.0,1412.0,1.0,0.0,6.0,1.0,1.0,280.0,45.0,0.0,131782.8710947116
4.0,1956.0,1956.0,882.0,0.0,882.0,0.0,882.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,50856.20863805758
8.0,2006.0,2006.0,1656.0,24.0,1656.0,0.0,1656.0,2.0,0.0,7.0,0.0,3.0,826.0,0.0,146.0,251275.9340639154
4.0,1927.0,2007.0,656.0,0.0,968.0,0.0,968.0,2.0,0.0,5.0,0.0,1.0,216.0,0.0,0.0,85023.1693401204
5.0,1920.0,1950.0,458.0,108.0,835.0,0.0,835.0,1.0,0.0,5.0,0.0,1.0,366.0,0.0,0.0,79101.67014707136
8.0,2007.0,2008.0,1034.0,789.0,1050.0,1028.0,2078.0,2.0,1.0,8.0,1.0,3.0,836.0,0.0,102.0,275504.38722064695
5.0,1900.0,2003.0,1272.0,1084.0,1272.0,928.0,2200.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,70.0,158767.10563393147
4.0,1900.0,2000.0,0.0,0.0,694.0,600.0,1294.0,2.0,0.0,7.0,0.0,0.0,0.0,220.0,114.0,79744.81218786282
7.0,2005.0,2005.0,1310.0,24.0,1310.0,0.0,1310.0,2.0,0.0,6.0,1.0,2.0,400.0,0.0,0.0,202487.1247812598
7.0,1989.0,1989.0,807.0,421.0,1175.0,807.0,1982.0,2.0,1.0,7.0,1.0,2.0,575.0,0.0,84.0,217955.23560179677
6.0,2004.0,2004.0,839.0,759.0,864.0,729.0,1593.0,2.0,1.0,8.0,1.0,2.0,398.0,100.0,75.0,205427.53998137708
6.0,2000.0,2000.0,992.0,695.0,1022.0,1032.0,2054.0,2.0,1.0,7.0,1.0,2.0,390.0,24.0,48.0,209244.7998978987
5.0,1966.0,1966.0,1024.0,516.0,1086.0,0.0,1086.0,1.0,0.0,6.0,1.0,2.0,484.0,0.0,0.0,140730.24812900554
5.0,1950.0,1950.0,876.0,534.0,988.0,0.0,988.0,1.0,0.0,6.0,0.0,1.0,276.0,0.0,80.0,104467.44717346551
6.0,1964.0,1964.0,1251.0,553.0,1251.0,0.0,1251.0,1.0,0.0,6.0,2.0,1.0,461.0,0.0,116.0,165008.32845859672
5.0,2007.0,2007.0,1120.0,206.0,1120.0,0.0,1120.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,30.0,117042.81619428657
5.0,1957.0,1996.0,1070.0,360.0,1236.0,0.0,1236.0,1.0,0.0,6.0,1.0,1.0,447.0,0.0,0.0,138003.12905768747
7.0,1970.0,1970.0,1304.0,0.0,1682.0,0.0,1682.0,2.0,0.0,7.0,1.0,2.0,530.0,98.0,0.0,206789.4200217179
6.0,1980.0,1980.0,1056.0,1056.0,1056.0,0.0,1056.0,0.0,0.0,4.0,0.0,2.0,576.0,264.0,56.0,166759.39067085856
6.0,1966.0,2002.0,1517.0,247.0,1888.0,0.0,1888.0,2.0,1.0,6.0,1.0,2.0,578.0,0.0,0.0,203812.51746878005
6.0,1962.0,1962.0,1116.0,0.0,1116.0,0.0,1116.0,1.0,1.0,5.0,0.0,2.0,440.0,0.0,0.0,139392.17028792202
6.0,1968.0,1968.0,702.0,384.0,1041.0,702.0,1743.0,1.0,2.0,7.0,1.0,2.0,539.0,224.0,0.0,186480.9014488107
5.0,1973.0,1973.0,1656.0,0.0,1656.0,0.0,1656.0,2.0,0.0,8.0,0.0,2.0,506.0,0.0,211.0,165641.37745000632
7.0,2005.0,2005.0,1257.0,0.0,1266.0,0.0,1266.0,2.0,0.0,6.0,1.0,2.0,453.0,38.0,144.0,204096.80806097668
6.0,1964.0,1964.0,1248.0,624.0,1350.0,0.0,1350.0,1.0,1.0,6.0,0.0,2.0,520.0,176.0,0.0,170802.81296037138
6.0,1971.0,1971.0,912.0,0.0,912.0,912.0,1824.0,2.0,2.0,8.0,0.0,0.0,0.0,128.0,0.0,145265.9832521428
4.0,1900.0,1950.0,859.0,0.0,859.0,319.0,1178.0,1.0,0.0,7.0,0.0,1.0,384.0,68.0,0.0,78478.44441917865
7.0,2005.0,2006.0,1614.0,20.0,1614.0,0.0,1614.0,2.0,0.0,7.0,0.0,3.0,865.0,144.0,59.0,234318.62691141665
6.0,1976.0,1976.0,855.0,566.0,855.0,601.0,1456.0,2.0,1.0,7.0,1.0,2.0,440.0,87.0,0.0,180433.10612472636
4.0,1922.0,1950.0,796.0,0.0,796.0,0.0,796.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,43983.54824217176
8.0,2006.0,2006.0,1085.0,0.0,1120.0,850.0,1970.0,2.0,1.0,8.0,1.0,3.0,753.0,177.0,74.0,267247.461586294
7.0,1990.0,1991.0,910.0,738.0,1442.0,0.0,1442.0,2.0,0.0,6.0,1.0,2.0,719.0,0.0,244.0,212744.58426005184
6.0,1981.0,1981.0,1440.0,678.0,1440.0,0.0,1440.0,2.0,0.0,7.0,1.0,2.0,467.0,0.0,0.0,191904.6596156794
5.0,1977.0,1977.0,1430.0,1283.0,1647.0,0.0,1647.0,2.0,0.0,7.0,1.0,2.0,621.0,0.0,0.0,187804.3285159492
7.0,2002.0,2002.0,831.0,0.0,831.0,829.0,1660.0,2.0,1.0,7.0,0.0,2.0,493.0,144.0,68.0,201856.20554287243
6.0,1968.0,1968.0,727.0,298.0,829.0,727.0,1556.0,1.0,1.0,8.0,0.0,2.0,441.0,0.0,0.0,162500.23154893634
5.0,1890.0,1996.0,1088.0,1088.0,1188.0,561.0,1869.0,1.0,0.0,7.0,0.0,2.0,456.0,48.0,0.0,163237.3890773994
7.0,1993.0,1993.0,1080.0,50.0,1080.0,1017.0,2097.0,2.0,1.0,9.0,1.0,3.0,678.0,196.0,187.0,250971.34302677657
5.0,1950.0,1950.0,1164.0,1040.0,1164.0,0.0,1164.0,1.0,0.0,5.0,0.0,1.0,240.0,0.0,48.0,116482.69725773158
10.0,2006.0,2006.0,1410.0,0.0,1426.0,1519.0,2945.0,3.0,1.0,10.0,1.0,3.0,641.0,192.0,0.0,344486.5272996661
7.0,2005.0,2006.0,1145.0,16.0,1145.0,0.0,1145.0,2.0,0.0,5.0,1.0,2.0,397.0,100.0,16.0,195427.8147193652
7.0,1994.0,1994.0,1223.0,1000.0,1223.0,904.0,2127.0,2.0,1.0,5.0,2.0,2.0,525.0,171.0,132.0,246284.47941597342
6.0,1945.0,1950.0,735.0,94.0,798.0,689.0,1487.0,1.0,1.0,7.0,1.0,1.0,220.0,0.0,140.0,140377.71542003122
6.0,1925.0,1950.0,672.0,551.0,697.0,672.0,1369.0,2.0,0.0,6.0,0.0,1.0,300.0,147.0,0.0,130741.24333859165
5.0,1984.0,1985.0,876.0,658.0,923.0,0.0,923.0,1.0,0.0,5.0,0.0,1.0,264.0,362.0,0.0,129596.15292749065
8.0,1985.0,1985.0,1742.0,1148.0,1742.0,0.0,1742.0,2.0,0.0,5.0,1.0,2.0,564.0,114.0,28.0,250819.16472787084
7.0,2005.0,2005.0,1026.0,0.0,1026.0,932.0,1958.0,2.0,1.0,9.0,1.0,3.0,936.0,154.0,210.0,251852.5619828801
8.0,2007.0,2008.0,1704.0,1218.0,1704.0,0.0,1704.0,2.0,0.0,7.0,1.0,3.0,772.0,0.0,50.0,280501.7526905802
6.0,1995.0,1996.0,806.0,0.0,806.0,766.0,1572.0,2.0,1.0,7.0,1.0,2.0,373.0,0.0,40.0,179657.29296383704
5.0,1976.0,1976.0,1680.0,0.0,1680.0,0.0,1680.0,2.0,0.0,8.0,0.0,2.0,528.0,0.0,0.0,165058.46384125715
6.0,1976.0,1976.0,1078.0,120.0,958.0,0.0,958.0,2.0,0.0,5.0,1.0,2.0,440.0,0.0,205.0,155531.71538788197
4.0,1966.0,1966.0,1056.0,1056.0,1056.0,0.0,1056.0,1.0,0.0,5.0,0.0,1.0,384.0,0.0,42.0,100939.48978271824
7.0,1993.0,1994.0,1311.0,1173.0,1325.0,1093.0,2418.0,2.0,1.0,9.0,1.0,3.0,983.0,250.0,154.0,284721.50882599317
6.0,2005.0,2005.0,728.0,0.0,728.0,728.0,1456.0,2.0,1.0,8.0,0.0,2.0,400.0,100.0,24.0,177901.15744884568
7.0,1998.0,1998.0,1649.0,0.0,1661.0,0.0,1661.0,2.0,0.0,6.0,0.0,2.0,598.0,0.0,34.0,206349.0955367908
7.0,1959.0,1997.0,1501.0,1247.0,1801.0,0.0,1801.0,2.0,0.0,6.0,2.0,2.0,484.0,0.0,54.0,241609.28858284326
4.0,1926.0,1953.0,600.0,0.0,747.0,0.0,747.0,1.0,0.0,5.0,0.0,2.0,528.0,0.0,0.0,73537.10202519456
8.0,2003.0,2004.0,1518.0,1218.0,1518.0,0.0,1518.0,1.0,1.0,6.0,1.0,2.0,588.0,185.0,140.0,259024.2615878093
4.0,1950.0,1950.0,0.0,0.0,1040.0,0.0,1040.0,1.0,0.0,4.0,0.0,2.0,420.0,0.0,29.0,75656.07238906459
5.0,1977.0,1977.0,1126.0,767.0,1126.0,0.0,1126.0,2.0,0.0,6.0,0.0,2.0,540.0,180.0,0.0,151647.38320006896
6.0,1957.0,1957.0,1392.0,1040.0,1392.0,0.0,1392.0,1.0,1.0,6.0,2.0,2.0,458.0,0.0,0.0,188952.76795226824
6.0,1977.0,1995.0,506.0,506.0,1212.0,0.0,1212.0,1.0,0.0,6.0,1.0,2.0,492.0,292.0,12.0,181801.72313952702
9.0,2008.0,2008.0,1498.0,0.0,1506.0,0.0,1506.0,2.0,0.0,6.0,1.0,2.0,592.0,0.0,174.0,254996.73649092182
5.0,1930.0,1960.0,742.0,0.0,779.0,0.0,935.0,1.0,0.0,4.0,0.0,1.0,308.0,0.0,0.0,81190.65762032033
7.0,2006.0,2007.0,1092.0,812.0,1112.0,438.0,1550.0,2.0,0.0,7.0,0.0,2.0,438.0,0.0,168.0,213943.47487966414
7.0,2004.0,2005.0,1080.0,680.0,1080.0,0.0,1080.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,159875.07989216852
9.0,2005.0,2006.0,1922.0,1249.0,1922.0,0.0,1922.0,2.0,0.0,8.0,1.0,3.0,676.0,178.0,51.0,319649.9927017917
5.0,1954.0,1954.0,1268.0,540.0,1268.0,0.0,1268.0,1.0,0.0,7.0,1.0,1.0,244.0,0.0,98.0,133995.6948764855
5.0,1957.0,1957.0,1092.0,895.0,1092.0,0.0,1092.0,1.0,0.0,6.0,1.0,1.0,299.0,268.0,0.0,138360.79349056864
4.0,1968.0,1968.0,1768.0,0.0,1768.0,0.0,1768.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,114028.29060918046
7.0,2007.0,2007.0,813.0,0.0,822.0,843.0,1665.0,2.0,1.0,7.0,0.0,2.0,562.0,0.0,0.0,197826.95778788044
5.0,2005.0,2006.0,1090.0,980.0,1090.0,0.0,1090.0,1.0,1.0,5.0,0.0,2.0,450.0,0.0,49.0,155543.9769493104
4.0,1953.0,1953.0,936.0,0.0,936.0,0.0,936.0,1.0,0.0,4.0,0.0,2.0,576.0,0.0,32.0,84310.10596304922
8.0,2004.0,2005.0,1117.0,0.0,1132.0,1320.0,2452.0,3.0,1.0,9.0,1.0,3.0,691.0,113.0,32.0,280756.9563037788
8.0,1984.0,1984.0,1220.0,1036.0,1360.0,0.0,1360.0,1.0,0.0,4.0,1.0,2.0,565.0,63.0,0.0,221959.00672696042
8.0,2004.0,2004.0,707.0,0.0,707.0,707.0,1414.0,2.0,1.0,6.0,1.0,2.0,403.0,100.0,35.0,216691.8003067877
